,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,107719.9979,183326.6793,49.65264873114774,73.42585471447569,94.7566435357064,108.42439236449775,85.99444514251589,1,-0.18826373613316494
1,107755.6395,183331.2104,27.247710286539775,50.00333675354031,95.16446424185965,105.57401789388278,76.44604911506798,2,-0.18826373613316494
2,107797.4476,183278.6469,69.74295542475738,129.39158435721941,159.55048024147837,174.58039466649282,103.45936573439732,3,-0.18826373613316494
3,107764.0831,183318.0822,25.197418413310082,62.323549766184726,92.28162673930217,125.81813682336434,84.85089384638027,4,-0.18826373613316494
4,107723.0048,183309.1898,51.27853642081603,108.75478735059093,98.9704441475751,96.15482007249085,67.22525309524488,5,-0.18826373613316494
5,107742.871,183330.0981,5.067853205650038,45.057267360446374,78.70359476435048,113.53616785439469,87.45168528557596,6,-0.18826373613316494
6,107806.7161,183274.99,69.00092608608428,114.50952467231984,156.32776885351072,154.61106407842576,104.08649068174269,7,-0.18826373613316494
7,107758.6659,183312.5732,33.197572497584325,54.225396208705874,123.08419414521387,99.91356981502096,92.74245755907633,8,-0.18826373613316494
8,107775.383,183309.8767,71.02269624206434,66.00016711196167,92.3203582185044,107.17102312053301,83.83792272727146,9,-0.18826373613316494
9,107726.3815,183318.7508,65.90221093855648,110.29645898587046,120.24573160034382,116.82081936896813,71.7454532824903,10,-0.18826373613316494
10,107766.4694,183327.2822,20.044191191806107,41.06209763584055,96.26261756527992,133.23405788674285,77.93518251257387,11,-0.18826373613316494
11,107777.0025,183299.3846,41.121642733297996,71.32089554365125,101.45010670190442,111.12344375403703,77.10728173837866,12,-0.18826373613316494
12,107752.314,183298.7686,47.18919982591248,116.73596566694155,107.71946299332086,109.16876862145764,78.92449981388879,13,-0.18826373613316494
13,107732.7209,183327.4299,40.057604145833324,52.60263664456153,122.54577876029184,102.3888504201425,81.58381901567961,14,-0.18826373613316494
14,107776.5235,183291.4178,55.32729490956783,117.95696308538068,121.77878994749011,111.71416934434522,91.23723279748901,15,-0.18826373613316494
