x,y,Unnamed: 0,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,code,x_clhs,y_clhs,z,t,depth,humus,pH_eau,CEC,clay,silt,sand,caCO,TOC,bd,vwc,copeky,temp,rperm,iperm,bulk_ec_hp,bulk_ec_dc_hp,bulk_ec_tc_hp,bulk_ec_dc_tc_hp,water_ec_hp,water_ec_hp_t,iperm_water_t,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,bulk_ec_inv,bulk_ec_dc_tc_inv,ideal_bulk_ec
41564.5350769347,204206.6350445384,5707,0.55,46700.42,150.24677393021275,73.2899904166703,222.26996161547763,112.66531630551688,354.58093944390095,186.6821718848819,2.04,0.13,7.76,0.63,37.08,4.53,POINT (487360.74572300375 5665157.524426416),1,41565.381,204207.342,0,0,10,2.516,7.84,20.725,22.106,65.499,12.396,0.0,12.58,1.281,0.26224,13,32.7,10.7,10.3,0.016246876858885706,0.00368,0.013997448479539093,40.49149884286161,0.1939925595090831,0.166944266297576,60.01680959082022,19.0156041925048,68.07439466725192,168.78909795450534,303.80764997651914,406.0309741852666,19.0156041925048,15.18907411176128,0.050424
41548.70350637949,204311.6092516128,11480,0.849275000000332,48080.26000000001,134.66882008769184,112.8020702024115,148.8211936184171,107.63936654933543,219.21136437873267,120.50138458709084,1.86,0.07,5.91,0.16,28.12,4.28,POINT (487342.9922624455 5665262.147642509),2,41549.211,204310.992,0,0,10,1.162,8.32,20.482,25.616,59.907,14.477,2.1,8.27,1.403,0.41344,20,31.1,28.1,35.1,0.04650911557076831,0.0226,0.04125521851712108,263.9593051668345,0.15438710562910643,0.13694804579843334,49.233106178494985,127.83573787404542,108.46818089637088,119.56241957359718,169.92539585425018,227.16666328658752,127.83573787404542,108.48439413918007,0.087446
41589.68645659421,204167.81563104223,6927,0.55,46944.42,190.34297924455907,94.6235888115037,275.7321587443015,158.66075543481605,396.56307496705074,249.75734665845957,2.16,0.1,8.15,0.93,39.79,7.78,POINT (487386.5968327209 5665119.18975482),3,41588.221,204167.503,0,0,10,2.714,8.32,23.113,24.67,66.901,8.43,4.0,18.31,1.386,0.30754,22,28.3,8.7,6.4,0.011783451552174664,0.00186,0.011023040292947971,24.115068624696114,0.200569388122122,0.18779696156259987,67.51339673892588,52.32111750940196,120.6405326146702,233.26203026782565,362.9918110922554,449.05287421407365,52.32111750940196,46.202757965956486,0.059971
41668.92011756163,204238.288791732,25046,0.4499999999999999,53527.92000000001,180.940689709679,93.75831553127868,268.67581179952026,156.63741128768817,382.5696388923381,249.04452484645225,2.21,0.21,8.25,0.79,38.92,7.47,POINT (487464.4890758196 5665191.080228904),4,41668.451,204238.44,0,0,10,1.622,8.17,24.345,27.206,66.315,6.478,1.7,10.14,1.279,0.32295,24,31.6,16.7,18.5,0.02663667595400924,0.00991,0.023411137429174618,113.6068525813899,0.16779008474966453,0.14742830774763838,53.00078206109276,53.889063547879765,118.48283968907418,227.38569596224048,352.72262916671303,434.97278307630415,53.889063547879765,44.727532287727975,0.073566
41521.64592351891,204334.58148620185,8518,0.8499999999999999,47262.62,207.4737611499869,167.4258341958287,251.6954278587899,187.85797538241368,323.92438328827905,233.95110965952964,1.96,0.13,6.65,0.66,32.71,8.17,POINT (487315.5275392472 5665284.609093723),5,41520.385,204334.195,0,0,10,1.686,8.18,20.992,26.516,58.833,14.65,2.4,11.35,1.413,0.41837,7,26.2,17.6,20.7,0.028610810964985647,0.01114,0.027902971650821014,156.19643678284004,0.1682988880293273,0.1642719917455984,59.05612135325862,195.1554888745948,192.598997482257,224.55158641343635,287.44410668833217,343.5562607318677,195.1554888745948,183.07575568907853,0.085313
41617.0543552294,204259.01709711645,19201,0.6149791999987124,51612.29999999999,170.21111737912247,86.2606868610562,242.00733382854585,142.28749823296462,318.5866631312884,211.7656112142967,2.08,0.13,7.49,0.54,33.88,4.6,POINT (487412.2715695653 5665210.84269717),6,41615.875,204258.051,0,0,10,2.89,8.29,22.163,23.213,64.251,12.535,1.5,16.25,1.436,0.35694,5,28.3,11.3,6.4,0.013320385904920006,0.00239,0.012460792994091058,30.986566673668662,0.14597683183473978,0.13668090496644975,49.137068495963774,60.63181232277911,119.00181138089206,206.8076707006992,300.9712192565695,359.13140372033405,60.63181232277911,53.65843686833901,0.060897
41576.95293945124,204271.2311379509,13168,1.15,48437.26000000001,117.49145270743848,49.67402076134099,177.55804638483605,80.35850933755003,314.13851723375245,151.46342114450798,2.05,0.14,7.4,0.55,33.61,3.4,POINT (487371.9683250545 5665222.312149615),7,41578.212,204271.787,0,0,10,1.758,8.19,21.157,25.013,59.196,15.791,1.1,10.11,1.306,0.27939,4,31.1,13.3,13.1,0.020367205053177455,0.00603,0.018066426005743284,70.42808009539877,0.1752017638983007,0.15541154870764876,55.87077372502052,-10.755195929114327,30.25929076726142,124.49901076066924,258.5898881182611,364.5867211465245,-10.755195929114327,0.0,0.056264
41533.5474325054,204357.0333107068,12607,0.6500000000000001,48325.06,159.52929089399996,132.43983735855528,184.8605696721739,134.41695924440478,265.0920442227326,161.8835999492145,1.9,0.03,6.17,0.24,29.45,4.1,POINT (487327.0092895877 5665307.26704516),8,41533.32,204357.264,0,0,10,2.594,8.21,22.041,25.989,58.685,15.325,2.0,15.4,1.435,0.44652,15,25.4,17.1,18.5,0.02706194969602102,0.01018,0.026825355224202017,147.05847737055964,0.16526381493753292,0.1639286338672111,58.93268348464714,148.33814802599255,133.0986954754652,153.83074243781368,215.60870967080115,279.7792376159072,148.33814802599255,140.95678824805412,0.088678
41642.94945818215,204299.0550411502,25333,0.6500000000000001,53586.60999999999,125.87162103914038,73.86630492282528,179.05216170431407,99.20351947005956,287.5264601971585,151.29301567725062,2.04,0.11,6.84,0.18,31.61,2.0,POINT (487437.4154572213 5665251.334156993),9,41642.385,204297.786,0,0,10,3.398,8.34,22.787,21.302,65.61,13.088,2.2,16.99,1.366,0.36434,16,28.6,20.2,20.3,0.031160107299936474,0.01273,0.028979942351390557,163.20946610397243,0.15387707308610604,0.1432357440351627,51.49354672076356,39.8810140832565,64.37366629719966,133.68859277106748,238.8134649874096,324.7053243668294,39.8810140832565,34.85765401495688,0.062406
41701.02229841746,204261.70686767064,28024,0.05,54124.140000000014,217.96501389066916,117.99863291002046,311.9947216232231,198.4294941125245,393.5989765871394,292.22410592942447,2.22,0.19,8.53,1.0,40.11,7.95,POINT (487496.1422140705 5665215.07546525),10,41702.154,204262.206,0,0,10,1.758,8.17,23.295,31.426,60.784,7.79,1.383,10.45,1.366,0.32171,8,27.2,12.1,13.7,0.019436373358178726,0.00547,0.018579664252737344,73.88866685889906,0.19196418131534546,0.18367525986293617,66.03163643900675,100.32030894362175,176.1881754266674,282.16726966976177,384.37799979120905,438.40725737211744,100.32030894362175,91.43397551717199,0.076544
